Id,SalePrice
1461,131468.27866820642
1462,162185.51220454136
1463,179229.81878273073
1464,191641.95219354122
1465,211326.73500136496
1466,184836.06636886531
1467,172973.6539132106
1468,176143.4912419659
1469,201794.8542033604
1470,114209.23589796037
1471,208205.72095817327
1472,118515.8255766246
1473,115351.87579814019
1474,168602.81080829538
1475,139577.20795740024
1476,315258.23400001344
1477,262913.2979095313
1478,281134.2385362296
1479,276784.58032472176
1480,382323.0612553735
1481,295353.4211374826
1482,225340.36069086008
1483,191902.5420794941
1484,190501.75085592247
1485,177623.6620302864
1486,209926.40260062017
1487,313151.28051672014
1488,265359.2461279093
1489,208106.31428905483
1490,208876.80057155597
1491,208532.46828356292
1492,103603.16909243283
1493,186965.59887398686
1494,282425.48217107775
1495,277506.011807784
1496,222348.4007681075
1497,211713.67907636962
1498,174230.44514494133
1499,174230.44514494133
1500,163318.67134021572
1501,179336.2282906219
1502,165880.5609262744
1503,256961.88119979366
1504,239021.83983892947
1505,225920.09172233986
1506,223486.4370897517
1507,257522.20010517002
1508,217206.56517191348
1509,174901.23093203572
1510,155340.02464744472
1511,154005.45501772547
1512,180666.7726696243
1513,178039.7524770447
1514,170135.43136372953
1515,213235.87373318407
1516,162756.3431383057
1517,147021.3847033286
1518,188450.9803017804
1519,227083.0484741151
1520,133183.95103459223
1521,138805.46123563102
1522,184848.0184083772
1523,115010.5909110459
1524,117457.30947051081
1525,115778.76552063599
1526,116683.29374717735
1527,96445.00129833492
1528,132099.51607761648
1529,147288.59842734435
1530,179506.98785436084
1531,116341.40225227596
1532,79163.30676493468
1533,163812.25218994543
1534,127866.77824344393
1535,146627.15678142593
1536,116071.58769637067
1537,69776.15720898914
1538,158534.29112658137
1539,196176.93942139973
1540,146028.9219565387
1541,150352.34127737908
1542,151297.0165247044
1543,190618.89267893997
1544,64918.453584958566
1545,113992.41761954664
1546,138347.21187769016
1547,129097.21447758912
1548,142838.75792237464
1549,112536.92250093538
1550,143073.7810312449
1551,122641.97755503538
1552,149137.72265725723
1553,116559.08493443485
1554,114547.28417060128
1555,176453.78324003518
1556,96042.47987204767
1557,110484.24465433741
1558,102794.11570525006
1559,104349.54882075265
1560,137934.2093580349
1561,167027.98051244323
1562,118587.11850366765
1563,110876.57024002983
1564,175992.50491503743
1565,149368.89791545598
1566,215264.29904860514
1567,76615.36532552051
1568,211215.23253585468
1569,124496.2853763504
1570,133652.82248502225
1571,121785.35476958938
1572,135391.38203598908
