Id,SalePrice
1461,124468.74213924538
1462,153095.64974018233
1463,182205.7788093125
1464,193387.47993458877
1465,209391.33240389265
1466,185193.1927040855
1467,180449.58623904316
1468,178018.01897589955
1469,200933.86140611442
1470,111113.02073287521
1471,209694.37309500994
1472,112936.68275389448
1473,111013.14900486148
1474,163275.51551236073
1475,134513.29904236458
1476,316608.19315892225
1477,266423.06697607995
1478,281670.01426271396
1479,279131.5130338373
1480,382366.4378616987
1481,295202.7337188171
1482,227843.01707505668
1483,196715.9233858129
1484,194445.21950686444
1485,180155.73085411685
1486,211942.28737753443
1487,311176.29827914666
1488,267458.88700833544
1489,212977.2450102598
1490,213548.45684671355
1491,210764.9507025052
1492,97194.6731252782
1493,194489.9356631646
1494,279019.730096756
1495,274410.17064636596
1496,225870.29147586552
1497,213201.95198102342
1498,176491.37062302185
1499,176932.31666319142
1500,167105.79626500793
1501,181415.27904670592
1502,167953.87901537213
1503,260765.24701439287
1504,238370.1919761051
1505,228325.16663192352
1506,216406.3656829847
1507,256680.2787277419
1508,212085.49290745333
1509,168646.10647829436
1510,149798.13326161774
1511,148468.88393577747
1512,174803.20709669124
1513,169245.84320193995
1514,180955.80335104815
1515,223680.16899241833
1516,149780.4872570266
1517,158916.0189294503
1518,179965.98774128105
1519,232568.57254542713
1520,125797.3884744849
1521,131379.59580866992
1522,175648.2355253154
1523,107130.8651472195
1524,107658.5865027979
1525,107121.09894476086
1526,108971.62952052802
1527,110271.74921794562
1528,144042.50676855794
1529,139920.76114346972
1530,181076.99252310698
1531,114864.19019577932
1532,73236.56446933141
1533,155372.91515366035
1534,139469.6206872221
1535,161857.36380018666
1536,114798.95518069481
1537,75373.18030531099
1538,173057.97607917455
1539,209677.56230100244
1540,139679.37141498923
1541,160643.04335023602
1542,160941.58348706178
1543,204369.23468900775
1544,59302.814150065184
1545,103232.44602898858
1546,127378.485723224
1547,119323.44374493859
1548,130688.74524446484
1549,116375.4788128389
1550,133927.3373870342
1551,114631.3599680867
1552,143065.644429164
1553,135342.7386700015
1554,125109.8542136387
1555,168509.81878950633
1556,89574.24626139319
1557,104851.0130324862
1558,92287.3226347589
1559,99922.31511860713
1560,131155.23762133578
1561,163161.65776163712
1562,131844.26889063604
1563,106201.885447192
1564,173898.89716504957
1565,143573.02689234074
1566,220625.8547758232
1567,70425.6764254449
1568,212574.11754100886
1569,134819.80018428504
1570,138418.7546948134
1571,125675.18603053968
1572,145671.88086984167
1573,234643.74870449002
1574,151778.70317058405
1575,207720.9100127383
1576,231099.64740697993
1577,212348.4204338626
1578,142165.2411520118
1579,150851.01068821503
1580,210527.5700771641
1581,141089.83569676103
1582,122993.33306980226
1583,298371.0512414756
1584,241673.51283730892
1585,153256.74935240392
1586,55742.12250087829
1587,94631.77357740933
1588,138699.28485765657
1589,100806.20178445615
1590,145457.7840567045
1591,79981.68332637055
1592,136100.24459049827
1593,107508.36896251887
1594,148692.87365757558
1595,113298.078162767
1596,216142.3923016009
1597,198489.0161955678
1598,197185.41858034395
1599,189011.84136717254
1600,200551.55575295538
1601,20169.86562690744
1602,126353.28632033896
1603,67265.10126876086
1604,250243.8568224567
1605,253225.72376537183
1606,172311.90716982028
1607,251015.18262862135
1608,225749.7682846021
1609,206962.7313206205
1610,161726.09084043023
1611,154779.93882982899
1612,203125.23244004487
1613,194225.12032773905
1614,116576.61521962704
1615,81085.25618574792
1616,81085.25618574792
1617,98295.02265095408
1618,127766.81588599505
1619,129247.96605525212
1620,230472.41930495598
1621,153611.2545124609
1622,139452.16598461382
1623,252860.05688859522
1624,214316.2460170244
1625,121186.91941743018
1626,186999.8585805646
1627,193483.6469954662
1628,269383.78746278957
1629,188992.6891838382
1630,322974.62655527005
1631,229119.36615634663
1632,249284.88705366058
1633,175734.7614618307
1634,194979.63692539022
1635,175632.80738813686
1636,175579.35868788254
1637,190010.1803338332
1638,215646.408887533
1639,206055.86796009727
1640,259386.83978187712
1641,206380.04097655555
1642,229348.20953002712
